日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-10-10,2646,10.35,10.28,10.77,10.09,103669,107999413.2,6.51,-1.53,-0.16,2.19
2024-10-11,2646,10.28,9.89,10.3,9.76,78064,78199212.37,5.25,-3.79,-0.39,1.65
2024-10-14,2646,9.91,10.08,10.1,9.66,71523,71049380.97,4.45,1.92,0.19,1.51
2024-10-15,2646,10.05,9.81,10.12,9.8,59509,59211176.89,3.17,-2.68,-0.27,1.26
2024-10-16,2646,9.67,9.86,10.03,9.67,54616,53880744.55,3.67,0.51,0.05,1.16
2024-10-17,2646,9.93,9.72,9.97,9.7,52104,51291927.74,2.74,-1.42,-0.14,1.1
2024-10-18,2646,9.67,9.98,10.13,9.64,85777,84708563.08,5.04,2.67,0.26,1.82
2024-10-21,2646,9.99,10.03,10.08,9.86,75859,75844762.99,2.2,0.5,0.05,1.61
2024-10-22,2646,10.03,10.21,10.26,9.97,83163,84561196.68,2.89,1.79,0.18,1.76
2024-10-23,2646,10.24,10.34,10.48,10.11,97484,100985260.1,3.62,1.27,0.13,2.06
2024-10-24,2646,10.29,10.16,10.42,10.14,60278,61786607.37,2.71,-1.74,-0.18,1.28
2024-10-25,2646,10.17,10.4,10.44,10.17,61384,63498800.63,2.66,2.36,0.24,1.3
2024-10-28,2646,10.31,10.63,10.64,10.25,97849,103157447.05,3.75,2.21,0.23,2.07
2024-10-29,2646,10.65,10.15,10.67,10.13,99273,102565242.23,5.08,-4.52,-0.48,2.1
2024-10-30,2646,10.14,10.05,10.19,9.91,65088,65512137.29,2.76,-0.99,-0.1,1.38
2024-10-31,2646,10.05,10.0,10.13,9.96,61896,62129668.09,1.69,-0.5,-0.05,1.31
2024-11-01,2646,9.95,9.99,10.21,9.92,100586,101320184.52,2.9,-0.1,-0.01,2.13
2024-11-04,2646,10.01,10.26,10.34,9.95,91151,92598511.86,3.9,2.7,0.27,1.93
2024-11-05,2646,10.24,10.47,10.48,10.11,108733,113030447.07,3.61,2.05,0.21,2.3
2024-11-06,2646,10.4,10.45,10.58,10.3,94133,98332630.61,2.67,-0.19,-0.02,1.99
2024-11-07,2646,10.41,11.39,11.39,10.39,243273,268324731.37,9.57,9.0,0.94,5.15
2024-11-08,2646,11.41,10.93,11.48,10.84,196936,217749211.3,5.62,-4.04,-0.46,4.17
2024-11-11,2646,10.83,10.96,10.97,10.62,111965,120838773.08,3.2,0.27,0.03,2.37
2024-11-12,2646,10.96,10.91,11.14,10.78,122964,135306888.84,3.28,-0.46,-0.05,2.6
2024-11-13,2646,10.85,10.91,11.01,10.77,66090,71995358.53,2.2,0.0,0.0,1.4
2024-11-14,2646,10.84,10.64,10.95,10.63,66603,71790980.99,2.93,-2.47,-0.27,1.41
2024-11-15,2646,10.62,10.63,10.93,10.61,62469,67186001.51,3.01,-0.09,-0.01,1.32
2024-11-18,2646,10.69,10.62,10.91,10.47,75090,80375581.3,4.14,-0.09,-0.01,1.59
2024-11-19,2646,10.62,10.66,10.7,10.39,58727,62160388.68,2.92,0.38,0.04,1.24
2024-11-20,2646,10.65,10.82,10.85,10.55,66438,71305562.08,2.81,1.5,0.16,1.41
2024-11-21,2646,10.87,10.89,11.0,10.72,66639,72380863.68,2.59,0.65,0.07,1.41
2024-11-22,2646,10.81,10.4,10.96,10.4,74093,79024612.5,5.14,-4.5,-0.49,1.57
2024-11-25,2646,10.34,10.58,10.58,10.32,49881,52377390.3,2.5,1.73,0.18,1.06
2024-11-26,2646,10.51,10.71,10.86,10.51,53104,56981107.95,3.31,1.23,0.13,1.12
2024-11-27,2646,10.64,10.82,10.9,10.41,70571,75527280.54,4.58,1.03,0.11,1.49
2024-11-28,2646,10.79,10.86,10.97,10.75,66968,72821484.33,2.03,0.37,0.04,1.42
2024-11-29,2646,10.89,11.01,11.14,10.83,100001,110288032.57,2.85,1.38,0.15,2.12
2024-12-02,2646,10.92,11.1,11.12,10.9,93422,103371774.98,2.0,0.82,0.09,1.98
