日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-10-10,2552,12.23,12.08,12.36,11.96,47543,58606696.36,3.32,0.17,0.02,1.51
2024-10-11,2552,12.02,11.64,12.13,11.56,37848,45069788.24,4.72,-3.64,-0.44,1.2
2024-10-14,2552,11.67,12.07,12.13,11.67,37593,45405173.09,3.95,3.69,0.43,1.19
2024-10-15,2552,12.14,11.81,12.16,11.81,30799,37297874.0,2.9,-2.15,-0.26,0.98
2024-10-16,2552,11.63,11.82,12.0,11.63,24024,28805121.0,3.13,0.08,0.01,0.76
2024-10-17,2552,11.87,11.71,12.02,11.67,28522,34196583.8,2.96,-0.93,-0.11,0.9
2024-10-18,2552,11.71,12.02,12.17,11.59,48102,58229016.05,4.95,2.65,0.31,1.52
2024-10-21,2552,12.18,12.08,12.28,12.01,44635,54775355.0,2.25,0.5,0.06,1.41
2024-10-22,2552,12.16,12.17,12.18,11.97,33175,40652719.0,1.74,0.75,0.09,1.04
2024-10-23,2552,12.19,12.31,12.41,12.17,38204,47457546.0,1.97,1.15,0.14,1.19
2024-10-24,2552,12.18,12.28,12.36,12.06,27883,34409608.84,2.44,-0.24,-0.03,0.87
2024-10-25,2552,12.36,12.54,12.54,12.29,35093,44196989.0,2.04,2.12,0.26,1.1
2024-10-28,2552,12.56,12.78,12.78,12.48,54862,70234641.92,2.39,1.91,0.24,1.71
2024-10-29,2552,12.78,12.47,12.91,12.44,41750,53173398.24,3.68,-2.43,-0.31,1.3
2024-10-30,2552,12.29,12.56,12.65,12.29,34613,43707045.0,2.89,0.72,0.09,1.08
2024-10-31,2552,12.66,12.57,12.76,12.45,50522,63638502.08,2.47,0.08,0.01,1.58
2024-11-01,2552,12.57,12.47,13.03,12.14,86966,109463001.78,7.08,-0.8,-0.1,2.72
2024-11-04,2552,12.41,12.47,12.58,12.26,47311,58851598.78,2.57,0.0,0.0,1.48
2024-11-05,2552,12.5,12.7,12.72,12.43,55078,69431368.3,2.33,1.84,0.23,1.72
2024-11-06,2552,12.73,12.55,12.79,12.46,56829,71748625.0,2.6,-1.18,-0.15,1.77
2024-11-07,2552,12.49,12.71,12.77,12.4,54743,68971236.98,2.95,1.27,0.16,1.71
2024-11-08,2552,12.9,12.61,12.9,12.56,52476,66586136.21,2.68,-0.79,-0.1,1.64
2024-11-11,2552,12.54,12.92,12.93,12.5,65323,83617298.85,3.41,2.46,0.31,2.04
2024-11-12,2552,12.92,13.01,13.26,12.85,78268,102391392.0,3.17,0.7,0.09,2.44
2024-11-13,2552,12.95,12.95,13.07,12.63,55654,71486092.0,3.38,-0.46,-0.06,1.74
2024-11-14,2552,12.85,12.47,12.94,12.46,40136,50894041.4,3.71,-3.71,-0.48,1.25
2024-11-15,2552,12.5,12.26,12.68,12.25,39503,49382924.54,3.45,-1.68,-0.21,1.23
2024-11-18,2552,12.3,11.95,12.42,11.88,42846,51797714.0,4.4,-2.53,-0.31,1.34
2024-11-19,2552,11.94,12.45,12.46,11.92,33934,41470969.0,4.52,4.18,0.5,1.06
2024-11-20,2552,12.53,12.45,12.53,12.35,29036,36075194.84,1.45,0.0,0.0,0.91
2024-11-21,2552,12.43,12.46,12.5,12.25,24384,30266764.0,2.01,0.08,0.01,0.76
2024-11-22,2552,12.48,12.03,12.9,12.0,45322,56367439.0,7.22,-3.45,-0.43,1.42
2024-11-25,2552,12.0,12.16,12.26,11.98,31107,37647043.65,2.33,1.08,0.13,0.97
2024-11-26,2552,12.05,11.97,12.19,11.96,24685,29760709.0,1.89,-1.56,-0.19,0.77
2024-11-27,2552,12.0,12.07,12.08,11.57,33985,40005119.2,4.26,0.84,0.1,1.06
2024-11-28,2552,12.08,12.05,12.17,12.03,22072,26707836.32,1.16,-0.17,-0.02,0.69
2024-11-29,2552,12.04,12.19,12.25,11.9,33904,41007472.0,2.9,1.16,0.14,1.06
2024-12-02,2552,12.22,12.58,12.6,12.19,43428,53949277.0,3.36,3.2,0.39,1.36
2024-12-03,2552,12.58,12.58,12.72,12.39,35027,43947295.0,2.62,0.0,0.0,1.09
2024-12-04,2552,12.54,12.32,12.64,12.22,25036,31080828.0,3.34,-2.07,-0.26,0.78
2024-12-05,2552,12.23,12.5,12.51,12.23,22363,27805309.0,2.27,1.46,0.18,0.7
2024-12-06,2552,12.48,12.6,12.64,12.29,31649,39507548.58,2.8,0.8,0.1,0.99
2024-12-09,2552,12.59,13.19,13.7,12.5,156694,205400842.68,9.52,4.68,0.59,4.89
2024-12-10,2552,13.45,12.99,13.65,12.93,117696,155871167.39,5.46,-1.52,-0.2,3.68
2024-12-11,2552,12.96,13.03,13.09,12.87,46988,61021765.0,1.69,0.31,0.04,1.47
2024-12-12,2552,13.17,13.25,13.64,13.08,112830,150584199.8,4.3,1.69,0.22,3.52
2024-12-13,2552,13.24,13.9,14.58,13.24,234424,332202459.17,10.11,4.91,0.65,7.32
2024-12-16,2552,13.51,13.15,13.8,13.05,156956,209792458.96,5.4,-5.4,-0.75,4.9
2024-12-17,2552,13.14,12.88,13.33,12.87,92579,120925553.87,3.5,-2.05,-0.27,2.89
2024-12-18,2552,12.9,12.75,13.0,12.67,65228,83856552.0,2.56,-1.01,-0.13,2.04
2024-12-19,2552,12.55,12.76,12.78,12.48,51938,65692818.24,2.35,0.08,0.01,1.62
2024-12-20,2552,12.72,12.86,12.97,12.7,49157,63217797.76,2.12,0.78,0.1,1.54
2024-12-23,2552,12.9,12.34,12.95,12.33,52813,66322530.0,4.82,-4.04,-0.52,1.65
2024-12-24,2552,12.35,12.52,12.56,12.27,33339,41432783.73,2.35,1.46,0.18,1.04
2024-12-25,2552,12.46,12.14,12.5,12.07,32371,39477524.42,3.43,-3.04,-0.38,1.01
