日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-10-10,603611,17.1,17.07,17.4,16.73,48392,87374076.0,3.94,0.35,0.06,1.88
2024-10-11,603611,17.07,16.29,17.08,16.11,44724,77873409.0,5.68,-4.57,-0.78,1.74
2024-10-14,603611,16.44,16.59,16.62,16.01,42240,72951930.0,3.74,1.84,0.3,1.64
2024-10-15,603611,16.5,15.97,16.58,15.95,43393,74392778.0,3.8,-3.74,-0.62,1.68
2024-10-16,603611,15.7,15.88,16.01,15.63,43348,72329785.0,2.38,-0.56,-0.09,1.68
2024-10-17,603611,15.9,15.66,16.07,15.65,33635,56284760.0,2.64,-1.39,-0.22,1.31
2024-10-18,603611,15.57,16.18,16.43,15.56,51801,87658205.0,5.56,3.32,0.52,2.01
2024-10-21,603611,16.26,16.18,16.36,15.94,54765,93471569.0,2.6,0.0,0.0,2.13
2024-10-22,603611,16.15,16.45,16.52,16.12,39633,68314404.0,2.47,1.67,0.27,1.54
2024-10-23,603611,16.47,16.37,16.52,16.28,47006,81267530.0,1.46,-0.49,-0.08,1.82
2024-10-24,603611,16.35,16.2,16.36,16.07,36128,61758497.0,1.77,-1.04,-0.17,1.4
2024-10-25,603611,16.16,16.46,16.54,16.13,46155,79800596.0,2.53,1.6,0.26,1.79
2024-10-28,603611,16.45,16.62,16.63,16.3,47296,82087670.0,2.0,0.97,0.16,1.84
2024-10-29,603611,16.71,16.16,16.71,16.07,54038,93132010.0,3.85,-2.77,-0.46,2.1
2024-10-30,603611,16.18,16.17,16.4,15.97,37005,63170261.0,2.66,0.06,0.01,1.44
2024-10-31,603611,16.5,16.78,16.96,16.33,87131,152793384.0,3.9,3.77,0.61,3.38
2024-11-01,603611,16.79,16.18,16.79,16.09,62874,108399210.0,4.17,-3.58,-0.6,2.44
2024-11-04,603611,16.18,16.71,16.89,16.18,61800,108517651.0,4.39,3.28,0.53,2.4
2024-11-05,603611,16.7,17.01,17.05,16.53,62514,110966927.0,3.11,1.8,0.3,2.43
2024-11-06,603611,17.02,16.9,17.14,16.74,67431,120166351.0,2.35,-0.65,-0.11,2.62
2024-11-07,603611,16.7,17.2,17.26,16.67,67950,121787906.0,3.49,1.78,0.3,2.64
