ETF代码,ETF名称,市场价格,IOPV,折溢价率,净值时间,计算时间,timestamp
513520,日经ETF,1.871,1.7985,-4.03,2025-10-20 11:10:17+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159363,创业板人工智能ETF华宝,0.814,0.8135,-0.06,2025-10-20 11:10:24+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159381,创业板人工智能ETF华夏,1.533,1.5338,0.05,2025-10-20 11:10:24+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159382,创业板人工智能ETF南方,1.742,1.7439,0.11,2025-10-20 11:10:27+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159242,创业板人工智能ETF大成,1.374,1.3734,-0.04,2025-10-20 11:10:27+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159388,创业板人工智能ETF国泰,1.665,1.6641,-0.05,2025-10-20 11:10:24+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159246,创业板人工智能ETF富国,1.534,1.5339,-0.01,2025-10-20 11:10:27+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159279,创业板人工智能ETF华安,0.932,0.9329,0.1,2025-10-20 11:10:27+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
515880,通信ETF,2.549,2.5504,0.05,2025-10-20 11:10:16+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
515050,5G通信ETF,1.984,1.9851,0.06,2025-10-20 11:10:16+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
560660,云50ETF,1.789,1.792,0.17,2025-10-20 11:10:11+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159994,5GETF,1.623,1.6235,0.03,2025-10-20 11:10:18+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
513880,日经225ETF,1.71,1.6678,-2.53,2025-10-20 11:10:14+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
517390,云计算ETF沪港深,1.665,1.6674,0.14,2025-10-20 11:10:12+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159866,日经ETF,1.368,1.3457,-1.66,2025-10-20 11:10:21+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159738,云计算ETF华泰柏瑞,1.761,1.7654,0.25,2025-10-20 11:10:21+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159695,通信ETF,1.855,1.8557,0.04,2025-10-20 11:10:21+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159583,通信设备ETF,2.058,2.0614,0.16,2025-10-20 11:10:24+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159967,创业板成长ETF,0.567,0.5678,0.14,2025-10-20 11:10:18+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159773,创业板科技ETF,1.077,1.0786,0.15,2025-10-20 11:10:21+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159507,通信ETF广发,1.703,1.7051,0.12,2025-10-20 11:10:24+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
513050,中概互联网ETF,1.624,1.5698,-3.45,2025-10-20 11:10:15+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159605,中概互联ETF,1.189,1.1553,-2.92,2025-10-20 11:10:24+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159273,云计算ETF汇添富,1.248,1.2529,0.39,2025-10-20 11:10:21+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159607,中概互联网ETF,1.188,1.1515,-3.17,2025-10-20 11:10:24+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159777,创科技ETF,1.025,1.0264,0.14,2025-10-20 11:10:21+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159701,物联网ETF招商,1.091,1.0869,-0.38,2025-10-20 11:10:12+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159511,通信ETF南方,1.623,1.6259,0.18,2025-10-20 11:10:21+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
588360,科创创业ETF,0.933,0.9338,0.09,2025-10-20 11:10:11+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159811,5G50ETF,2.048,2.0487,0.03,2025-10-20 11:10:21+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159991,创大盘ETF,0.707,0.7065,-0.07,2025-10-20 11:10:18+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
513000,日经225ETF易方达,1.828,1.7961,-1.78,2025-10-20 11:10:15+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
513220,中概互联ETF,1.384,1.343,-3.05,2025-10-20 11:10:14+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159370,创50ETF工银,1.56,1.5607,0.04,2025-10-20 11:10:24+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159202,恒生互联网科技ETF,1.211,1.2092,-0.15,2025-10-20 11:10:27+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159781,科创创业ETF,0.86,0.8599,-0.01,2025-10-20 11:10:21+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
520980,港股通科技30ETF,1.198,1.1987,0.06,2025-10-20 11:10:12+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159814,创业大盘ETF,0.618,0.6186,0.1,2025-10-20 11:10:21+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159949,创业板50ETF,1.42,1.4199,-0.01,2025-10-20 11:10:18+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159819,人工智能ETF,1.422,1.4209,-0.08,2025-10-20 11:10:21+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159248,人工智能ETF基金,1.387,1.387,0.0,2025-10-20 11:10:27+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159681,创50ETF,1.394,1.3947,0.05,2025-10-20 11:10:21+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159373,创业板50ETF嘉实,1.511,1.5109,-0.01,2025-10-20 11:10:24+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
159796,电池50ETF,0.92,0.9197,-0.03,2025-10-20 11:10:21+08:00,2025-10-20 11:10:07,2025-10-20 11:10:30
