日期，开盘，最高，最低，收盘，成交量，成交额，振幅，涨跌幅，涨跌额，换手率，IOPV，折价率，溢价率，ETF 代码，ETF 名称，爬取时间
2022-03-14,0.675,0.675,0.647,0.648,7255000,4701240.00,4.33,-1.07,-0.01,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-03-15,0.637,0.638,0.610,0.610,5795690,3535370.90,4.59,-5.86,-0.04,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-03-16,0.615,0.620,0.586,0.612,7221230,4419392.76,5.80,0.33,0.00,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-03-17,0.613,0.649,0.613,0.636,7853037,4994531.53,5.87,3.92,0.02,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-03-18,0.635,0.635,0.625,0.634,2512602,1592989.67,1.60,-0.31,-0.00,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-03-21,0.635,0.645,0.627,0.637,4213101,2683745.34,2.87,0.47,0.00,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-03-22,0.637,0.637,0.622,0.624,3082315,1923364.56,2.41,-2.04,-0.01,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-03-23,0.625,0.640,0.623,0.633,2976200,1883934.60,2.73,1.44,0.01,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-03-24,0.632,0.645,0.624,0.640,3766143,2410331.52,3.37,1.11,0.01,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-03-25,0.640,0.640,0.623,0.626,2748044,1720275.54,2.73,-2.19,-0.01,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-03-28,0.625,0.627,0.613,0.618,1408800,870638.40,2.28,-1.28,-0.01,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-03-29,0.621,0.628,0.617,0.622,1268822,789207.28,1.78,0.65,0.00,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-03-30,0.623,0.640,0.614,0.639,3910066,2498532.17,4.23,2.73,0.02,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-03-31,0.635,0.645,0.633,0.636,3065901,1949913.04,1.90,-0.47,-0.00,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-04-01,0.631,0.639,0.625,0.635,1565400,994029.00,2.24,-0.16,-0.00,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-04-06,0.635,0.641,0.633,0.634,1519203,963174.70,1.26,-0.16,-0.00,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-04-07,0.636,0.639,0.625,0.625,1680600,1050375.00,2.24,-1.42,-0.01,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-04-08,0.625,0.629,0.613,0.618,2155165,1331891.97,2.61,-1.12,-0.01,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-04-11,0.618,0.621,0.606,0.607,2403242,1458767.89,2.48,-1.78,-0.01,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-04-12,0.611,0.627,0.605,0.626,2264926,1417843.68,3.64,3.13,0.02,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-04-13,0.624,0.628,0.616,0.622,3456826,2150145.77,1.95,-0.64,-0.00,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-04-14,0.627,0.636,0.623,0.632,2663400,1683268.80,2.09,1.61,0.01,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-04-15,0.631,0.634,0.623,0.630,1361000,857430.00,1.77,-0.32,-0.00,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-04-18,0.630,0.633,0.621,0.630,953200,600516.00,1.93,0.00,0.00,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-04-19,0.630,0.631,0.616,0.619,1643800,1017512.20,2.44,-1.75,-0.01,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-04-20,0.617,0.620,0.604,0.608,2066600,1256492.80,2.65,-1.78,-0.01,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
2022-04-21,0.607,0.612,0.590,0.594,2162800,1284703.20,3.73,-2.30,-0.01,0.00,0.0,0.0,0.0,159891,159891,2026/4/27 18:32:23
