日期，开盘，最高，最低，收盘，成交量，成交额，振幅，涨跌幅，涨跌额，换手率，IOPV，折价率，溢价率，ETF 代码，ETF 名称，爬取时间
2022-03-14,0.768,0.768,0.708,0.708,150297400,106410559.20,8.47,-2.07,-0.02,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-03-15,0.692,0.701,0.673,0.673,104624500,70412288.50,4.16,-4.94,-0.03,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-03-16,0.680,0.685,0.643,0.680,90170700,61316076.00,6.53,1.04,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-03-17,0.680,0.713,0.680,0.698,84056000,58671088.00,4.85,2.65,0.02,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-03-18,0.693,0.705,0.692,0.705,61081300,43062316.50,1.88,1.00,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-03-21,0.709,0.716,0.695,0.708,59774000,42319992.00,3.02,0.43,0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-03-22,0.705,0.705,0.689,0.692,49843400,34491632.80,2.32,-2.26,-0.02,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-03-23,0.692,0.705,0.689,0.699,48780200,34097359.80,2.32,1.01,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-03-24,0.696,0.709,0.688,0.704,63901500,44986656.00,3.05,0.72,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-03-25,0.702,0.704,0.685,0.685,64507480,44187623.80,2.77,-2.70,-0.02,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-03-28,0.684,0.686,0.675,0.676,48545900,32817028.40,1.63,-1.31,-0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-03-29,0.679,0.692,0.678,0.682,47855500,32637451.00,2.06,0.89,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-03-30,0.684,0.701,0.674,0.700,47968500,33577950.00,4.01,2.64,0.02,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-03-31,0.696,0.708,0.693,0.696,40177000,27963192.00,2.16,-0.57,-0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-01,0.690,0.697,0.683,0.695,33813000,23500035.00,2.05,-0.14,-0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-06,0.695,0.702,0.690,0.694,31623200,21946500.80,1.74,-0.14,-0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-07,0.690,0.699,0.682,0.682,36840400,25125152.80,2.49,-1.73,-0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-08,0.682,0.684,0.669,0.674,49327700,33246869.80,2.24,-1.17,-0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-11,0.671,0.674,0.658,0.661,54016200,35704708.20,2.43,-1.93,-0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-12,0.663,0.684,0.662,0.682,78508300,53542660.60,3.32,3.18,0.02,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-13,0.677,0.683,0.670,0.673,44042200,29640400.60,1.94,-1.32,-0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-14,0.676,0.690,0.675,0.687,63048900,43314594.30,2.22,2.08,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-15,0.682,0.689,0.676,0.684,43107500,29485530.00,1.92,-0.44,-0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-18,0.684,0.689,0.673,0.689,53209900,36661621.10,2.38,0.73,0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-19,0.689,0.689,0.670,0.673,54318000,36556014.00,2.84,-2.32,-0.02,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-20,0.669,0.672,0.652,0.655,72480600,47474793.00,3.07,-2.67,-0.02,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-21,0.651,0.659,0.636,0.640,62059800,39718272.00,3.62,-2.29,-0.02,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-22,0.639,0.641,0.625,0.635,46456100,29499623.50,2.56,-0.78,-0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-25,0.625,0.632,0.602,0.603,49590500,29903071.50,4.98,-5.04,-0.03,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-26,0.603,0.623,0.598,0.609,81787600,49808648.40,4.18,1.00,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-27,0.605,0.626,0.600,0.624,64857000,40470768.00,4.33,2.46,0.02,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-28,0.622,0.624,0.611,0.615,31952600,19650849.00,2.13,-1.44,-0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-04-29,0.617,0.630,0.609,0.628,38953800,24462986.40,3.45,2.11,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-05,0.630,0.651,0.626,0.643,54622600,35122331.80,3.99,2.39,0.02,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-06,0.627,0.653,0.627,0.642,53057000,34062594.00,4.15,-0.16,-0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-09,0.638,0.644,0.635,0.638,37887100,24171969.80,1.42,-0.62,-0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-10,0.632,0.644,0.627,0.641,45475300,29149667.30,2.71,0.47,0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-11,0.647,0.656,0.636,0.646,55538100,35877612.60,3.14,0.78,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-12,0.648,0.656,0.638,0.650,76130500,49484825.00,2.82,0.62,0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-13,0.653,0.661,0.645,0.651,38325500,24949900.50,2.48,0.15,0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-16,0.652,0.654,0.637,0.640,48979900,31347136.00,2.67,-1.69,-0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-17,0.638,0.641,0.630,0.637,43942603,27991438.11,1.75,-0.47,-0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-18,0.639,0.640,0.631,0.632,43181403,27290646.70,1.43,-0.78,-0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-19,0.627,0.632,0.622,0.632,31363600,19821795.20,1.61,0.00,0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-20,0.630,0.647,0.630,0.646,45362400,29304110.40,2.70,2.22,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-23,0.651,0.654,0.647,0.652,37322099,24334008.55,1.08,0.93,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-24,0.652,0.653,0.626,0.629,55584500,34962650.50,4.31,-3.53,-0.02,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-25,0.628,0.634,0.625,0.632,43281000,27353592.00,1.44,0.48,0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-26,0.633,0.634,0.618,0.625,41872600,26170375.00,2.59,-1.11,-0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-27,0.628,0.633,0.619,0.624,40725500,25412712.00,2.26,-0.16,-0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-30,0.626,0.633,0.620,0.627,44185400,27704245.80,2.10,0.48,0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-05-31,0.626,0.643,0.620,0.641,55981700,35884269.70,3.71,2.23,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-06-01,0.639,0.650,0.639,0.644,54909500,35361718.00,1.72,0.47,0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-06-02,0.640,0.644,0.634,0.642,40228800,25826889.60,1.58,-0.31,-0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-06-06,0.642,0.653,0.639,0.651,42327100,27554942.10,2.19,1.40,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-06-07,0.652,0.659,0.646,0.657,56763200,37293422.40,2.01,0.92,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-06-08,0.656,0.666,0.651,0.659,49093800,32352814.20,2.30,0.30,0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-06-09,0.659,0.659,0.640,0.643,55431100,35642197.30,2.97,-2.43,-0.02,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-06-10,0.633,0.650,0.633,0.649,36680200,23805449.80,2.69,0.93,0.01,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
2022-06-13,0.642,0.651,0.641,0.650,46825100,30436315.00,1.56,0.15,0.00,0.00,0.0,0.0,0.0,159883,159883,2026/4/27 18:14:08
