日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,ETF代码,ETF名称,爬取时间,IOPV,折价率,溢价率
2025-07-14,100.0,100.001,99.999,100.0,19352,193523376.771,0.0,0.0,0.0,13.67,159001,货币ETF,2025-10-10 19:10:53,,,
2025-07-15,99.999,100.001,99.999,100.001,39435,394352984.672,0.0,0.0,0.001,27.86,159001,货币ETF,2025-10-10 19:10:53,,,
2025-07-16,99.999,100.001,99.999,100.001,38998,389979757.848,0.0,0.0,0.0,27.55,159001,货币ETF,2025-10-10 19:10:53,,,
2025-07-17,100.0,100.001,99.999,100.0,54925,549249401.051,0.0,0.0,-0.001,38.8,159001,货币ETF,2025-10-10 19:10:53,,,
2025-07-18,100.0,100.001,99.999,100.001,38161,381604336.727,0.0,0.0,0.001,26.96,159001,货币ETF,2025-10-10 19:10:53,,,
2025-07-21,100.0,100.001,99.999,100.0,72101,721004522.064,0.0,0.0,-0.001,50.93,159001,货币ETF,2025-10-10 19:10:53,,,
2025-07-22,100.0,100.0,99.999,100.0,57509,575092216.766,0.0,0.0,0.0,40.63,159001,货币ETF,2025-10-10 19:10:53,,,
2025-07-23,99.999,100.001,99.999,100.001,25220,252203309.66,0.0,0.0,0.001,17.82,159001,货币ETF,2025-10-10 19:10:53,,,
2025-07-24,100.0,100.001,99.999,100.001,55545,555452018.093,0.0,0.0,0.0,39.24,159001,货币ETF,2025-10-10 19:10:53,,,
2025-07-25,100.0,100.001,99.999,100.001,51835,518352195.064,0.0,0.0,0.0,36.62,159001,货币ETF,2025-10-10 19:10:53,,,
2025-07-28,100.0,100.001,99.999,99.999,77953,779523432.044,0.0,0.0,-0.002,55.07,159001,货币ETF,2025-10-10 19:10:53,,,
2025-07-29,100.0,100.0,99.997,99.999,60264,602632480.196,0.0,0.0,0.0,42.57,159001,货币ETF,2025-10-10 19:10:53,,,
2025-07-30,99.999,100.0,99.999,100.0,40443,404427242.908,0.0,0.0,0.001,28.57,159001,货币ETF,2025-10-10 19:10:53,,,
2025-07-31,100.0,100.001,99.999,100.001,71000,710006895.681,0.0,0.0,0.001,50.16,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-01,100.0,100.001,99.999,100.0,53998,539976622.995,0.0,0.0,-0.001,38.15,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-04,100.0,100.001,99.999,100.001,49939,499388224.904,0.0,0.0,0.001,35.28,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-05,100.0,100.0,99.997,100.0,65111,651102233.122,0.0,0.0,-0.001,46.0,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-06,99.999,100.0,99.998,100.0,14154,141536983.904,0.0,0.0,0.0,10.0,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-07,100.0,100.001,99.999,100.001,75706,757063451.629,0.0,0.0,0.001,53.48,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-08,100.0,100.001,99.999,100.0,40311,403106030.01,0.0,0.0,-0.001,28.48,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-11,100.0,100.0,99.996,99.998,60266,602644714.599,0.0,0.0,-0.002,42.57,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-12,99.999,100.0,99.996,100.0,43872,438714713.736,0.0,0.0,0.002,30.99,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-13,99.999,100.001,99.999,100.0,75219,752183754.884,0.0,0.0,0.0,53.14,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-14,100.0,100.001,99.999,100.001,95645,956451735.107,0.0,0.0,0.001,67.57,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-15,100.0,100.001,99.999,100.0,29501,295011035.916,0.0,0.0,-0.001,20.84,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-18,100.0,100.001,99.999,100.0,23911,239107846.25,0.0,0.0,0.0,16.89,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-19,100.0,100.0,99.999,100.0,28643,286432134.374,0.0,0.0,0.0,20.23,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-20,99.999,100.0,99.999,100.0,10742,107420279.094,0.0,0.0,0.0,7.59,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-21,100.0,100.001,99.999,100.0,76891,768907243.505,0.0,0.0,0.0,54.32,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-22,99.999,100.001,99.999,100.0,40912,409117533.695,0.0,0.0,0.0,28.9,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-25,100.0,100.0,99.999,100.0,28491,284909439.7,0.0,0.0,0.0,20.13,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-26,99.999,100.0,99.997,100.0,77407,774063415.755,0.0,0.0,0.0,54.68,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-27,100.0,100.001,99.999,100.001,23146,231456375.441,0.0,0.0,0.001,16.35,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-28,100.0,100.001,99.999,100.001,90851,908508660.928,0.0,0.0,0.0,64.18,159001,货币ETF,2025-10-10 19:10:53,,,
2025-08-29,100.0,100.001,99.999,100.0,76314,763139406.899,0.0,0.0,-0.001,53.91,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-01,100.0,100.001,99.999,100.0,78689,786889602.148,0.0,0.0,0.0,55.59,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-02,100.0,100.001,99.999,100.0,53539,535387230.872,0.0,0.0,0.0,37.82,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-03,100.0,100.001,99.999,100.0,37918,379181817.387,0.0,0.0,0.0,26.79,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-04,100.0,100.001,99.999,100.0,40802,408018652.499,0.0,0.0,0.0,28.82,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-05,100.0,100.001,99.999,100.001,56905,569044832.072,0.0,0.0,0.001,40.2,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-08,99.999,100.001,99.999,100.001,54162,541623529.063,0.0,0.0,0.0,38.26,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-09,100.0,100.0,99.995,100.0,84881,848798765.603,0.01,0.0,-0.001,59.96,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-10,99.999,100.0,99.998,100.0,18561,185606638.416,0.0,0.0,0.0,13.11,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-11,100.0,100.001,99.999,100.0,66145,661447820.327,0.0,0.0,0.0,46.73,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-12,100.0,100.001,99.999,100.001,45184,451839987.87,0.0,0.0,0.001,31.92,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-15,100.0,100.001,99.999,99.999,47520,475196733.579,0.0,0.0,-0.002,33.57,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-16,99.999,100.0,99.995,99.999,75048,750463617.807,0.01,0.0,0.0,53.02,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-17,99.998,99.999,99.993,99.999,14339,143384644.22,0.01,0.0,0.0,10.13,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-18,100.0,100.001,99.999,100.0,59784,597842853.996,0.0,0.0,0.001,42.23,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-19,100.0,100.001,99.999,100.001,56733,567331536.48,0.0,0.0,0.001,40.08,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-22,99.999,99.999,99.996,99.998,58964,589624706.482,0.0,0.0,-0.003,41.65,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-23,99.999,100.001,99.997,100.0,37454,374541477.092,0.0,0.0,0.002,26.46,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-24,100.0,100.001,99.999,100.001,93350,933498351.413,0.0,0.0,0.001,65.95,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-25,99.999,100.001,99.999,100.001,15697,156973468.163,0.0,0.0,0.0,11.09,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-26,100.0,100.001,99.999,100.0,40070,400700969.357,0.0,0.0,-0.001,28.31,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-29,100.0,100.001,99.999,99.999,42904,429042413.659,0.0,0.0,-0.001,30.31,159001,货币ETF,2025-10-10 19:10:53,,,
2025-09-30,100.0,100.001,99.999,100.0,51128,511287280.292,0.0,0.0,0.001,36.12,159001,货币ETF,2025-10-10 19:10:53,,,
2025-10-09,100.0,100.0,99.999,100.0,40876,408754115.487,0.0,0.0,0.0,28.88,159001,货币ETF,2025-10-10 19:10:53,,,
2025-10-10,100.0,100.001,99.999,100.001,63764,637641708.196,0.0,0.0,0.001,45.04,159001,货币ETF,2025-10-10 19:10:53,,,
2025-10-13,100.0,100.001,99.999,100.001,34676,346759024.227,0.0,0.0,0.0,23.1,159001,货币ETF,2025-10-14 19:43:59,,,
2025-10-14,100.0,100.001,99.999,100.001,77674,776738135.988,0.0,0.0,0.0,51.74,159001,货币ETF,2025-10-14 19:43:59,,,
2025-10-15,99.999,100.0,99.993,99.997,55287,552860118.188,0.01,0.0,-0.004,31.72,159001,货币ETF,2025-10-15 19:00:15,,,
2025-10-16,99.999,100.002,99.999,100.002,24760,247594930.919,0.0,0.01,0.005,16.05,159001,货币ETF,2025-10-16 17:58:00,,,
2025-10-17,100.0,100.001,99.999,100.001,106282,1062818091.483,0.0,0.0,-0.001,77.22,159001,货币ETF,2025-10-18 21:02:46,,,
2025-10-20,100.0,100.001,99.999,100.0,68682,686825009.454,0.0,0.0,-0.001,33.76,159001,货币ETF,2025-10-20 17:20:46,,,
2025-10-21,100.0,100.0,99.996,100.0,75303,753024471.78,0.0,0.0,0.0,36.99,159001,货币ETF,2025-10-22 17:20:13,,,
2025-10-22,99.998,100.0,99.997,100.0,107184,1071828282.709,0.0,0.0,0.0,52.65,159001,货币ETF,2025-10-22 17:20:13,,,
2025-10-23,99.999,100.001,99.999,100.001,63675,636750485.91,0.0,0.0,0.001,34.68,159001,货币ETF,2025-10-23 17:40:45,,,
2025-10-24,100.0,100.001,100.0,100.0,40855,408555815.7,0.0,0.0,-0.001,24.09,159001,货币ETF,2025-10-24 18:19:48,,,
2025-10-27,100.0,100.001,99.999,100.0,51578,515774732.386,0.0,0.0,0.0,37.43,159001,货币ETF,2025-10-29 17:20:09,,,
2025-10-28,99.999,100.001,99.999,100.0,54799,547987523.231,0.0,0.0,0.0,39.77,159001,货币ETF,2025-10-29 17:20:09,,,
2025-10-29,100.0,100.001,99.999,100.001,23987,239866555.54,0.0,0.0,0.001,17.41,159001,货币ETF,2025-10-29 17:20:09,,,
2025-10-30,100.0,100.001,100.0,100.0,7397998,739799800.0,0.0,0.0,,0.0,159001,货币ETF,2025-11-16 22:32:00,0.0,0.0,0.0
2025-10-31,100.0,100.0,99.999,100.0,6317805,631780500.0,0.0,0.0,0.0,0.0,159001,货币ETF,2025-11-16 22:32:00,0.0,0.0,0.0
2025-11-03,99.999,100.0,99.999,100.0,5915315,591531500.0,0.0,0.0,0.0,0.0,159001,货币ETF,2025-11-16 22:32:00,0.0,0.0,0.0
2025-11-04,99.999,100.0,99.999,100.0,3210051,321005100.0,0.0,0.0,0.0,0.0,159001,货币ETF,2025-11-16 22:32:00,0.0,0.0,0.0
2025-11-05,100.0,100.002,99.999,100.002,2517618,251766832.47,0.0,0.0,0.002,0.0,159001,货币ETF,2025-11-16 22:32:00,0.0,0.0,0.0
2025-11-06,100.0,100.001,99.999,100.0,2468427,246842700.0,0.0,-0.0,-0.002,0.0,159001,货币ETF,2025-11-16 22:32:00,0.0,0.0,0.0
2025-11-07,100.0,100.001,99.999,100.0,6616144,661614400.0,0.0,0.0,0.0,0.0,159001,货币ETF,2025-11-16 22:32:00,0.0,0.0,0.0
2025-11-10,100.0,100.001,99.999,100.0,6319981,631998100.0,0.0,0.0,0.0,0.0,159001,货币ETF,2025-11-16 22:32:00,0.0,0.0,0.0
2025-11-11,100.0,100.001,99.999,100.001,5451858,545191248.86,0.0,0.0,0.001,0.0,159001,货币ETF,2025-11-16 22:32:00,0.0,0.0,0.0
2025-11-12,100.0,100.001,99.999,100.0,2599884,259988400.0,0.0,-0.0,-0.001,0.0,159001,货币ETF,2025-11-16 22:32:00,0.0,0.0,0.0
2025-11-13,100.0,100.001,99.999,100.0,8034884,803488400.0,0.0,0.0,0.0,0.0,159001,货币ETF,2025-11-16 22:32:00,0.0,0.0,0.0
2025-11-14,100.0,100.001,99.999,100.0,5787908,578790800.0,0.0,0.0,,0.0,159001,货币ETF,2025-11-17 04:57:26,0.0,0.0,0.0
2025-11-17,100.0,100.0,99.999,100.0,4698918,469891800.0,0.0,0.0,,0.0,159001,货币ETF,2025-11-18 04:59:03,0.0,0.0,0.0
2025-11-18,99.998,100.0,99.997,100.0,5855228,585522800.0,0.0,0.0,,0.0,159001,货币ETF,2025-11-19 05:58:54,0.0,0.0,0.0
2025-11-19,100.0,100.0,99.999,100.0,2431774,243177400.0,0.0,0.0,,0.0,159001,货币ETF,2025-11-20 03:54:05,0.0,0.0,0.0
2025-11-20,100.0,100.001,99.999,100.0,7495363,749536300.0,0.0,0.0,,0.0,159001,货币ETF,2025-11-21 19:18:07,0.0,0.0,0.0
2025-11-21,100.0,100.0,99.999,100.0,4408772,440877200.0,0.0,0.0,,0.0,159001,货币ETF,2025-11-24 03:51:27,0.0,0.0,0.0
2025-11-24,100.0,100.0,99.999,100.0,3333079,333307900.0,0.0,0.0,,0.0,159001,货币ETF,2025-11-25 05:34:18,0.0,0.0,0.0
2025-11-25,100.0,100.001,99.999,99.999,3404745,340471097.13,0.0,0.0,,0.0,159001,货币ETF,2025-11-26 03:59:33,0.0,0.0,0.0
2025-11-26,100.0,100.001,99.999,100.0,5592307,559230700.0,0.0,0.0,,0.0,159001,货币ETF,2025-11-27 19:19:13,0.0,0.0,0.0
2025-11-27,100.0,100.001,99.999,100.0,4468540,446854000.0,0.0,0.0,,0.0,159001,货币ETF,2025-11-28 04:08:16,0.0,0.0,0.0
2025-11-28,100.0,100.001,99.999,100.001,4601036,460108198.51,0.0,0.0,,0.0,159001,货币ETF,2025-12-01 19:34:18,0.0,0.0,0.0
2025-12-01,100.0,100.001,99.999,100.001,6097194,609725493.84,0.0,0.0,,0.0,159001,货币ETF,2025-12-02 05:29:59,0.0,0.0,0.0
2025-12-02,100.0,100.001,99.999,100.001,6993279,699334889.44,0.0,0.0,,0.0,159001,货币ETF,2025-12-03 03:57:54,0.0,0.0,0.0
2025-12-03,100.0,100.001,99.999,100.0,8582471,858247100.0,0.0,0.0,,0.0,159001,货币ETF,2025-12-04 19:20:33,0.0,0.0,0.0
2025-12-04,100.0,100.001,99.999,100.0,9193064,919306400.0,0.0,0.0,,0.0,159001,货币ETF,2025-12-05 05:17:22,0.0,0.0,0.0
2025-12-05,100.0,100.001,99.999,100.001,6494940,649500491.37,0.0,0.0,,0.0,159001,货币ETF,2025-12-08 19:24:54,0.0,0.0,0.0
2025-12-08,100.0,100.001,99.999,100.0,6175465,617546500.0,0.0,0.0,,0.0,159001,货币ETF,2025-12-09 05:21:02,0.0,0.0,0.0
2025-12-09,100.0,100.001,99.999,100.0,5016261,501626100.0,0.0,0.0,,0.0,159001,货币ETF,2025-12-10 03:47:39,0.0,0.0,0.0
2025-12-10,100.0,100.001,99.999,100.0,6904076,690407600.0,0.0,0.0,,0.0,159001,货币ETF,2025-12-11 05:34:22,0.0,0.0,0.0
2025-12-11,100.0,100.001,99.996,100.001,12765250,1276537758.24,0.0,0.0,,0.0,159001,货币ETF,2025-12-12 04:01:38,0.0,0.0,0.0
2025-12-12,100.0,100.001,99.999,100.001,10407280,1040738401.56,0.0,0.0,,0.0,159001,货币ETF,2025-12-15 05:38:03,0.0,0.0,0.0
2025-12-15,99.999,100.001,99.999,100.001,9786368,978646580.99,0.0,0.0,,0.0,159001,货币ETF,2025-12-16 05:35:32,0.0,0.0,0.0
2025-12-16,99.999,100.0,99.999,99.999,8616527,861644088.21,0.0,0.0,,0.0,159001,货币ETF,2025-12-17 04:01:16,0.0,0.0,0.0
2025-12-17,100.0,100.001,99.999,99.999,4743191,474314359.41,0.0,0.0,,0.0,159001,货币ETF,2025-12-18 22:48:30,0.0,0.0,0.0
2025-12-18,100.0,100.001,99.999,100.0,10205630,1020563000.0,0.0,0.0,,0.0,159001,货币ETF,2025-12-19 05:39:53,0.0,0.0,0.0
2025-12-19,100.0,100.001,99.999,100.0,11056640,1105664000.0,0.0,0.0,,0.0,159001,货币ETF,2025-12-22 05:19:52,0.0,0.0,0.0
2025-12-22,100.0,100.001,99.999,100.0,7859221,785922100.0,0.0,0.0,,0.0,159001,货币ETF,2025-12-23 02:17:19,0.0,0.0,0.0
2025-12-23,100.0,100.001,99.999,100.0,8142617,814261700.0,0.0,0.0,,0.0,159001,货币ETF,2025-12-24 04:05:14,0.0,0.0,0.0
2025-12-24,99.999,100.001,99.999,100.0,3318366,331836600.0,0.0,0.0,,0.0,159001,货币ETF,2025-12-25 19:29:32,0.0,0.0,0.0
2025-12-25,100.0,100.001,99.999,100.0,10619400,1061940000.0,0.0,0.0,,0.0,159001,货币ETF,2025-12-26 03:56:51,0.0,0.0,0.0
2025-12-26,100.0,100.001,99.999,100.001,7077260,707733073.37,0.0,0.0,,0.0,159001,货币ETF,2025-12-29 03:59:52,0.0,0.0,0.0
2025-12-29,100.0,100.001,99.999,100.0,4268265,426826500.0,0.0,0.0,,0.0,159001,货币ETF,2025-12-30 05:25:15,0.0,0.0,0.0
2025-12-30,100.0,100.002,99.999,100.0,4400151,440015100.0,0.0,0.0,,0.0,159001,货币ETF,2025-12-31 02:22:36,0.0,0.0,0.0
2025-12-31,100.0,100.001,99.999,99.999,7153920,715384850.01,0.0,0.0,,0.0,159001,货币ETF,2026-01-02 04:06:16,0.0,0.0,0.0
2026-01-05,100.0,100.001,99.999,100.0,5498768,549876800.0,0.0,0.0,,0.0,159001,货币ETF,2026-01-06 05:19:27,0.0,0.0,0.0
2026-01-06,99.999,100.0,99.999,100.0,4554108,455410800.0,0.0,0.0,,0.0,159001,货币ETF,2026-01-07 05:38:38,0.0,0.0,0.0
2026-01-07,100.0,100.0,99.999,100.0,1745774,174577400.0,0.0,0.0,,0.0,159001,货币ETF,2026-01-08 02:35:36,0.0,0.0,0.0
2026-01-08,100.0,100.001,99.999,100.001,13748090,1374822740.54,0.0,0.0,,0.0,159001,货币ETF,2026-01-09 04:00:56,0.0,0.0,0.0
2026-01-09,100.0,100.001,99.999,100.0,6646070,664607000.0,0.0,0.0,,0.0,159001,货币ETF易方达,2026-01-12 05:27:01,0.0,0.0,0.0
2026-01-12,99.999,100.0,99.997,100.0,6906582,690658200.0,0.0,0.0,,0.0,159001,货币ETF易方达,2026-01-13 02:24:51,0.0,0.0,0.0
2026-01-13,99.999,100.0,99.999,100.0,3574343,357434300.0,0.0,0.0,,0.0,159001,货币ETF易方达,2026-01-14 03:51:01,0.0,0.0,0.0
